1,75.29,71.41
2,73.89,71.78
3,76.96,69.54
4,73.42,70.67
8,71.61,67.9
10,76.55,73.88
11,83.39,77.28
12,79.05,71.54
14,79.05,71.54
15,77.23,74.28,76.38,908524.0
1,77.23,74.28,76.38,908524.0
2,81.57,77.15,80.69,1065241.0
3,81.89,78.77,81.4,851657.0
4,83.84,78.0,79.21,1249181.0
5,82.85,80.95,81.09,756460.0
7,84.85,81.41,82.08,982051.0
