1,119.76,116.78,119.15,3074348.0
2,124.03,118.75,123.23,4740401.0
3,127.69,123.73,127.64,5694812.0
4,129.95,127.36,127.7,4764261.0
5,129.96,126.76,126.97,4338654.0
7,132.21,128.88,130.17,5421873.0
